Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average
06/02/2021,22,MO,11746,4980813,9560,6039,2743667,4825,Admin,11746,9560,6690,2304373,5251,0,0,0
06/02/2021,22,FL,75628,19988555,63763,37367,11128990,31973,Admin,75628,63764,46413,9079726,37811,0,0,0
06/02/2021,22,VT,4221,804980,3243,808,457705,807,Admin,4221,3244,3614,374090,2593,0,0,0
06/02/2021,22,VT,1502,778794,3392,455,450963,457,Report,1502,3392,1189,352977,2657,0,0,0
06/02/2021,22,OK,7841,3165292,5790,3979,1755477,2989,Admin,7841,5790,4174,1458338,3024,0,0,0
06/02/2021,22,CA,44615,38517344,148096,23088,22530847,71998,Report,44615,148096,23467,17127972,81869,0,0,0
06/02/2021,22,NC,3111,8164473,18326,1812,4589360,9307,Report,3111,18326,1712,3794575,10022,0,0,0
06/02/2021,22,MO,5049,4689451,11427,2807,2645324,6068,Report,5049,11427,2619,2115461,5890,0,0,0
06/02/2021,22,LA,10348,3273873,7261,5026,1779203,3571,Admin,10348,7261,5863,1565290,4012,0,0,0
06/02/2021,22,KY,9753,3547969,7503,5085,1956095,3848,Admin,9753,7504,5562,1703033,4201,0,0,0
06/02/2021,22,IL,43582,12446447,35133,19443,6782683,15190,Admin,43582,35134,25655,5992648,21129,0,0,0
06/02/2021,22,WA,31424,7837801,28504,12504,4313739,11124,Admin,31424,28505,20741,3693050,18826,0,0,0
06/02/2021,22,MA,34866,8350662,32066,12449,4695473,11331,Admin,34866,32067,23815,3887125,21699,0,0,0
06/02/2021,22,CT,4092,4048712,14745,2315,2265052,6787,Report,4092,14745,2045,1915836,8634,0,0,0
06/02/2021,22,MP,211,49315,238,122,26528,120,Admin,211,239,94,23074,124,0,0,0
06/02/2021,22,VA,33396,8835250,28359,14572,4900372,12624,Admin,33396,28359,19732,4108991,16571,0,0,0
06/02/2021,22,OK,1790,2962779,5551,881,1675166,2951,Report,1790,5551,974,1337309,2875,0,0,0
06/02/2021,22,WV,2441,1319864,3106,1442,735302,2229,Report,2441,3106,1144,611247,1123,0,0,0
06/02/2021,22,RP,0,24225,97,0,13598,77,Report,0,97,0,12337,53,0,0,0
06/02/2021,22,NH,7428,1506360,6494,1477,816164,1480,Admin,7428,6494,4607,708825,3842,0,0,0
06/02/2021,22,NM,1540,2154695,6896,822,1198602,3562,Report,1540,6896,963,1006019,3617,0,0,0
06/02/2021,22,AZ,6961,5983627,18166,3940,3448234,9838,Report,6961,18166,3337,2631433,9107,0,0,0
06/02/2021,22,MH,78,32363,82,34,17729,26,Admin,78,82,48,15108,58,0,0,0
06/02/2021,22,OR,18898,4313148,16742,6845,2389422,5780,Admin,18898,16743,13098,2051283,11845,0,0,0
06/02/2021,22,IA,7510,2930243,5787,3455,1586339,2614,Admin,7510,5787,4524,1430090,3541,0,0,0
06/02/2021,22,AR,6036,2195939,4373,2948,1243580,2141,Admin,6036,4373,3451,1010858,2461,0,0,0
06/02/2021,22,MI,6923,8720932,33062,2977,4777554,15213,Report,6923,33062,4257,4220506,18859,0,0,0
06/02/2021,22,NY,53718,19761096,89111,20780,10918583,38890,Report,53718,89111,33671,9177409,43072,0,0,0
06/02/2021,22,MP,464,49048,258,240,26388,124,Report,464,258,235,22940,138,0,0,0
06/02/2021,22,NV,3843,2518129,9435,2476,1428203,5217,Report,3843,9435,1739,1141079,5110,0,0,0
06/02/2021,22,FM,311,45364,286,208,26448,191,Admin,311,287,188,21600,215,0,0,0
06/02/2021,22,AZ,21378,6658207,16684,9843,3627235,8069,Admin,21378,16685,12401,2935905,9261,0,0,0
06/02/2021,22,ND,124,614692,1143,89,338511,639,Report,124,1143,59,279030,598,0,0,0
06/02/2021,22,IL,17174,11718643,46440,10292,6928355,26957,Report,17174,46440,7521,5096475,20885,0,0,0
06/02/2021,22,WI,3196,5489190,14952,1816,3005053,7822,Report,3196,14952,1571,2597669,7978,0,0,0
06/02/2021,22,DC,721,791412,2937,351,448618,1174,Report,721,2937,395,327999,1636,0,0,0
06/02/2021,22,ID,3589,1295076,2593,1783,691189,1209,Admin,3589,2593,2547,620033,1676,0,0,0
06/02/2021,22,RI,4721,1222968,3831,1732,676217,1613,Admin,4721,3831,3080,582494,2302,0,0,0
06/02/2021,22,SC,5854,3786610,11540,2310,2126580,5768,Report,5854,11540,3548,1745365,6349,0,0,0
06/02/2021,22,WY,1852,397488,947,1105,220994,541,Report,1852,947,795,185031,489,0,0,0
06/02/2021,22,PR,8627,2721924,17450,4223,1616563,8414,Report,8627,17450,4527,1194121,9388,0,0,0
06/02/2021,22,AS,297,44019,98,131,24202,61,Admin,297,99,169,19854,39,0,0,0
06/02/2021,22,PR,21729,3747082,14657,7004,2076911,5238,Admin,21729,14657,14899,1742239,9622,0,0,0
06/02/2021,22,TX,91403,24203968,75311,43041,13664322,37544,Admin,91403,75312,51890,11087258,40544,0,0,0
06/02/2021,22,MT,375,868824,1988,243,484551,1101,Report,375,1988,180,409938,1068,0,0,0
06/02/2021,22,WA,27088,7681161,40854,13579,4337430,17789,Report,27088,40854,15259,3568451,24810,0,0,0
06/02/2021,22,IN,18913,5512069,15278,7754,2947016,6306,Admin,18913,15278,11848,2634584,9463,0,0,0
06/02/2021,22,AL,3007,3025283,3239,1168,1715639,1340,Report,3007,3239,2057,1435324,2246,0,0,0
06/02/2021,22,OH,28258,10211094,23174,13530,5547645,11240,Admin,28258,23174,16502,4877922,13154,0,0,0
06/01/2021,22,RI,4318,1218247,4007,1775,674485,1731,Admin,4318,4007,2664,579414,2345,0,0,0
06/01/2021,22,NY,35134,19707378,97834,14827,10897803,43361,Report,35134,97834,22525,9143738,45661,0,0,0
06/01/2021,22,KY,3606,3654599,12291,2287,2060316,7067,Report,3606,12291,1563,1721098,6036,0,0,0
06/01/2021,22,NM,1295,2153155,8273,629,1197780,4133,Report,1295,8273,720,1005056,4444,0,0,0
06/01/2021,22,NV,4051,2514286,10080,2871,1425727,5448,Report,4051,10080,1810,1139340,5598,0,0,0
06/01/2021,22,MP,281,49104,258,136,26406,124,Admin,281,258,150,22980,138,0,0,0
06/01/2021,22,MD,22050,6163129,39341,10574,3462915,17137,Report,22050,39341,12531,2915133,23174,0,0,0
06/01/2021,22,IL,22371,11701469,51185,14106,6918063,29596,Report,22371,51185,8957,5088954,23180,0,0,0
06/01/2021,22,NM,5892,2126687,5533,2709,1173979,2934,Admin,5892,5533,3680,1014730,2950,0,0,0
06/01/2021,22,DE,3892,990797,3220,1485,560593,1508,Admin,3892,3221,2466,450336,1809,0,0,0
06/01/2021,22,MO,14738,4969067,10035,7021,2737628,5072,Admin,14738,10035,8365,2297683,5456,0,0,0
06/01/2021,22,NJ,9937,9120351,39868,5887,5216808,21569,Report,9937,39868,4702,4341543,20382,0,0,0
06/01/2021,22,SC,5842,3780756,11964,3026,2124270,6104,Report,5842,11964,3104,1741817,6545,0,0,0
06/01/2021,22,MA,20587,8067293,44801,9668,4588305,15797,Report,20587,44801,11567,3711007,30202,0,0,0
06/01/2021,22,TX,51526,23042424,97462,25337,13214329,50791,Report,51526,97462,29749,10325589,51336,0,0,0
06/01/2021,22,LA,8891,3091340,9284,5232,1702627,4777,Report,8891,9284,4028,1455285,4813,0,0,0
06/01/2021,22,MI,26689,8714009,32110,15048,4774577,14803,Report,26689,32110,12606,4216249,18320,0,0,0
06/01/2021,22,WA,37090,7806377,30915,13753,4301235,12102,Admin,37090,30915,25104,3672309,20260,0,0,0
06/01/2021,22,AS,27,43722,84,22,24071,60,Admin,27,84,12,19685,25,0,0,0
06/01/2021,22,KY,9955,3538216,7792,4703,1951010,4029,Admin,9955,7793,5798,1697471,4313,0,0,0
06/01/2021,22,MI,30910,9088802,23578,11754,4894284,10535,Admin,30910,23579,19994,4357347,13871,0,0,0
06/01/2021,22,ID,1030,1239775,3339,627,671044,1746,Report,1030,3339,482,586778,1947,0,0,0
06/01/2021,22,GA,48933,7610655,38493,22053,4243139,18031,Report,48933,38493,26924,3407704,21366,0,0,0
06/01/2021,22,MH,261,32285,79,72,17695,24,Admin,261,80,196,15060,57,0,0,0
06/01/2021,22,KS,1692,2328849,7002,1100,1311808,3561,Report,1692,7002,741,1120823,3764,0,0,0
06/01/2021,22,ME,304,1481269,4890,258,842182,2058,Report,304,4890,151,731870,3035,0,0,0
06/01/2021,22,NV,11019,2603708,8411,5786,1469645,4484,Admin,11019,8412,6258,1183734,4657,0,0,0
06/01/2021,22,CO,9756,5623057,22932,5055,3136362,11123,Report,9756,22932,5152,2616155,12809,0,0,0
06/01/2021,22,UT,10103,2687615,8199,4660,1534540,3601,Admin,10103,8200,5922,1252600,5006,0,0,0
06/01/2021,22,NE,4529,1801427,3691,2050,966927,1843,Admin,4529,3691,2590,868010,1981,0,0,0
06/01/2021,22,AK,2422,672608,1338,1139,357492,802,Admin,2422,1339,1383,309490,675,0,0,0
06/01/2021,22,IA,3897,2850889,8949,1892,1558195,4081,Report,3897,8949,2216,1385346,5294,0,0,0
06/01/2021,22,MO,4888,4684402,12267,3072,2642517,6478,Report,4888,12267,1976,2112842,6381,0,0,0
06/01/2021,22,SC,14515,3975510,10185,6560,2200123,4961,Admin,14515,10186,8896,1852236,5836,0,0,0
06/01/2021,22,NC,29623,8874373,20610,13382,4955390,10710,Admin,29623,20610,17635,4179962,11051,0,0,0
06/01/2021,22,PA,26322,12614213,56481,13733,7468120,27676,Report,26322,56481,14105,5597140,31206,0,0,0
06/01/2021,22,OR,10198,4083414,24941,3521,2304333,9886,Report,10198,24941,7097,1920451,15836,0,0,0
06/01/2021,22,VA,22594,8379306,39436,7546,4712342,18358,Report,22594,39436,15272,3866205,22376,0,0,0
06/01/2021,22,SD,87,776228,1356,72,424591,832,Report,87,1356,40,375491,649,0,0,0
06/01/2021,22,AS,0,42511,86,0,23264,37,Report,0,86,1,19252,50,0,0,0
06/01/2021,22,VI,546,74299,227,255,40948,116,Admin,546,228,288,33064,116,0,0,0
06/01/2021,22,DC,1028,790691,3270,473,448267,1215,Report,1028,3270,641,327604,1936,0,0,0
06/01/2021,22,NC,5413,8161362,21371,3081,4587548,10913,Report,5413,21371,2787,3792863,11601,0,0,0
06/01/2021,22,FL,86699,19912927,65083,39965,11091623,32710,Admin,86699,65083,52805,9033313,38261,0,0,0
06/01/2021,22,NH,13742,1399503,7362,4289,797214,-9407,Report,13742,7362,9782,669207,15342,0,0,0
06/01/2021,22,HI,678,1592196,4537,401,946137,3061,Report,678,4537,317,676487,1690,0,0,0
06/01/2021,22,OK,1850,2960989,6245,1029,1674285,3362,Report,1850,6245,890,1336335,3199,0,0,0
06/01/2021,22,NE,10659,1705003,5668,5578,932698,2794,Report,10659,5668,5384,820629,3023,0,0,0
06/01/2021,22,VA,37389,8801854,30495,15636,4885800,13467,Admin,37389,30495,22640,4089259,17895,0,0,0
06/01/2021,22,KS,7669,2498631,5180,3688,1392142,2662,Admin,7669,5180,4285,1206258,2787,0,0,0
06/01/2021,22,NY,85108,20571508,68486,37350,11238255,33896,Admin,85108,68486,52375,9597417,38800,0,0,0
06/01/2021,22,WY,7,395636,702,6,219889,394,Report,7,702,14,184236,397,0,0,0
06/01/2021,22,GA,37206,8070439,23735,14638,4424036,10575,Admin,37206,23736,22794,3657958,13871,0,0,0
06/01/2021,22,MH,0,30257,74,0,16457,62,Report,0,74,0,13971,26,0,0,0
06/01/2021,22,NJ,51795,9195106,33879,20405,5154121,16581,Admin,51795,33879,33483,4487555,18972,0,0,0
06/01/2021,22,SD,1877,783667,1292,928,429696,735,Admin,1877,1292,1096,379339,671,0,0,0
06/01/2021,22,TN,18915,5316014,12890,7479,2879032,5895,Admin,18915,12890,10857,2407912,7076,0,0,0
06/01/2021,22,MS,4,1769527,2597,0,1010391,1431,Report,4,2597,59,807549,1324,0,0,0
06/01/2021,22,TN,5734,4858223,14970,3378,2735279,7618,Report,5734,14970,2542,2173313,7479,0,0,0
06/01/2021,22,CT,14155,4191912,11566,5921,2319748,5010,Admin,14155,11567,8856,1999405,7136,0,0,0
06/01/2021,22,ID,3817,1291487,2685,1569,689406,1264,Admin,3817,2685,2521,617486,1674,0,0,0
06/01/2021,22,WY,1187,419573,842,622,228666,445,Admin,1187,842,642,195586,468,0,0,0
06/01/2021,22,GU,954,175269,793,439,95131,396,Admin,954,793,551,80763,430,0,0,0
06/01/2021,22,AL,8599,3234222,6022,3137,1835030,2731,Admin,8599,6022,5860,1525069,3738,0,0,0
06/01/2021,22,MP,0,48584,223,0,26148,107,Report,0,223,0,22705,121,0,0,0
06/01/2021,22,OH,12086,9919597,33846,6443,5439492,18126,Report,12086,33846,6241,4710678,17229,0,0,0
06/01/2021,22,PR,4163,2713297,29365,2544,1612340,14951,Report,4163,29365,1771,1189594,14917,0,0,0
06/01/2021,22,CO,24266,5886219,19068,10656,3237928,9075,Admin,24266,19068,14202,2750053,10759,0,0,0
06/01/2021,22,ME,5913,1550825,4630,1854,868453,1922,Admin,5913,4630,4307,768609,2983,0,0,0
06/01/2021,22,RP,0,24225,122,0,13598,102,Report,0,122,0,12337,66,0,0,0
06/01/2021,22,MT,2672,920449,1617,1102,500961,857,Admin,2672,1617,1735,438476,944,0,0,0
06/01/2021,22,RI,0,1163595,4755,0,652079,2226,Report,0,4755,54,548366,2669,0,0,0
06/01/2021,22,AK,417,612692,1456,303,341295,957,Report,417,1456,174,288024,676,0,0,0
06/01/2021,22,ND,25,614568,1285,12,338422,738,Report,25,1285,23,278971,662,0,0,0
06/01/2021,22,IA,7214,2922733,6178,3029,1582884,2794,Admin,7214,6178,4613,1425566,3766,0,0,0
06/01/2021,22,MN,19486,5744261,14972,7349,3155217,6278,Admin,19486,14972,13015,2813043,9488,0,0,0
06/01/2021,22,PR,20057,3725353,15371,6329,2069907,5755,Admin,20057,15372,13856,1727340,9856,0,0,0
06/01/2021,22,DE,1973,943680,5046,1219,546609,2547,Report,1973,5046,819,422890,2654,0,0,0
06/01/2021,22,NH,8595,1498932,6825,1542,814687,1557,Admin,8595,6825,5509,704218,4033,0,0,0
06/01/2021,22,FL,102,18821297,78681,46,10748540,41679,Report,102,78681,454,8414881,43834,0,0,0
06/01/2021,22,IN,24496,5493156,16187,8877,2939262,6678,Admin,24496,16188,15954,2622736,10061,0,0,0
06/01/2021,22,WV,1511,1317423,3406,1405,733860,2479,Report,1511,3406,235,610103,1210,0,0,0
06/01/2021,22,GU,7,161302,873,4,89838,435,Report,7,873,3,73430,480,0,0,0
06/01/2021,22,US,512915,296404240,1230767,262267,168489729,587353,Report,512915,1230767,273692,135867425,684116,0,0,0
06/01/2021,22,AL,374,3022276,3704,173,1714471,1616,Report,374,3704,321,1433267,2499,0,0,0
06/01/2021,22,AR,1559,2081267,7012,992,1192185,3613,Report,1559,7012,597,942315,3863,0,0,0
06/01/2021,22,AR,6119,2189903,4529,2787,1240632,2262,Admin,6119,4530,3545,1007407,2501,0,0,0
06/01/2021,22,MT,1326,868449,2260,867,484308,1232,Report,1326,2260,618,409758,1229,0,0,0
06/01/2021,22,MN,5417,5426087,20840,2816,3053331,9363,Report,5417,20840,3048,2604793,12383,0,0,0
06/01/2021,22,HI,3956,1626565,3871,2774,959070,2727,Admin,3956,3871,1400,688861,1334,0,0,0
06/01/2021,22,VT,4862,800759,3514,921,456897,906,Admin,4862,3514,4112,370476,2756,0,0,0
06/01/2021,22,VT,3143,777292,3826,971,450508,662,Report,3143,3826,2396,351788,2894,0,0,0
06/01/2021,22,WI,4599,5485994,16787,3098,3003237,8822,Report,4599,16787,1764,2596098,8947,0,0,0
06/01/2021,22,RP,0,24233,96,0,13602,77,Admin,0,97,0,12332,53,0,0,0
06/01/2021,22,LA,9680,3263525,7358,4382,1774177,3630,Admin,9680,7359,5714,1559427,4044,0,0,0
06/01/2021,22,WV,3670,1390052,3161,2167,784282,2028,Admin,3670,3162,1789,639979,1366,0,0,0
06/01/2021,22,FM,0,43553,139,0,25108,72,Report,0,139,2,20200,90,0,0,0
06/01/2021,22,FM,221,45053,267,142,26240,177,Admin,221,268,194,21412,206,0,0,0
06/01/2021,22,VI,0,71130,190,0,39651,100,Report,0,190,1,31251,102,0,0,0
06/01/2021,22,UT,1,2589348,6402,0,1465528,3180,Report,1,6402,21,1041941,3583,0,0,0
06/01/2021,22,WI,17469,5730794,13233,6816,3061084,6188,Admin,17469,13233,11704,2734837,7883,0,0,0
06/01/2021,22,OK,8280,3157451,5907,4293,1751498,3094,Admin,8280,5907,4294,1454164,3067,0,0,0
06/01/2021,22,DC,2595,856312,1930,1060,473384,860,Admin,2595,1931,1551,360560,1069,0,0,0
06/01/2021,22,TX,101713,24112565,78802,49288,13621281,39696,Admin,101713,78802,55290,11035368,42007,0,0,0
06/01/2021,22,ND,1580,610599,1076,815,339815,609,Admin,1580,1077,851,291537,579,0,0,0
06/01/2021,22,AZ,22036,6636829,17163,10382,3617392,8320,Admin,22036,17164,12316,2923504,9507,0,0,0
06/01/2021,22,MS,4927,1966252,3971,2206,1058041,1936,Admin,4927,3971,2835,936864,2202,0,0,0
06/01/2021,22,PA,59341,13823771,43113,25654,8097719,19726,Admin,59341,43113,36092,6175719,25378,0,0,0
06/01/2021,22,CA,174640,40686475,131470,73294,23626900,61143,Admin,174640,131470,107843,18168365,75378,0,0,0
06/01/2021,22,MA,40448,8315796,34707,13816,4683024,12021,Admin,40448,34708,27780,3863310,23626,0,0,0
06/01/2021,22,CT,6236,4044620,16219,3537,2262737,7411,Report,6236,16219,3128,1913791,9556,0,0,0
06/01/2021,22,AZ,8737,5976666,19372,5174,3444294,10465,Report,8737,19372,3932,2628096,9751,0,0,0
06/01/2021,22,MD,28015,6443583,24682,10737,3567231,10724,Admin,28015,24682,17757,3056907,14640,0,0,0
06/01/2021,22,WA,645,7654073,42913,403,4323851,18603,Report,645,42913,500,3553192,26094,0,0,0
06/01/2021,22,IL,49330,12402865,36565,19783,6763240,16061,Admin,49330,36566,30849,5966993,21737,0,0,0
06/01/2021,22,CA,74708,38472729,163850,42346,22507759,78635,Report,74708,163850,34716,17104505,91507,0,0,0
06/01/2021,22,IN,4560,5117270,20043,2808,2836129,9773,Report,4560,20043,1985,2390812,11120,0,0,0
06/01/2021,22,OR,19838,4294250,18145,6448,2382577,6388,Admin,19838,18145,14642,2038185,12690,0,0,0
06/01/2021,22,OH,30592,10182836,24000,13398,5534115,11681,Admin,30592,24000,18251,4861420,13567,0,0,0
06/01/2021,22,US,1246253,312945226,950833,525463,174538047,440088,Admin,1246253,950833,762166,144501099,549835,0,0,0
05/31/2021,22,DC,1651,789663,3417,759,447794,1269,Report,1651,3417,920,326963,2028,0,0,0
05/31/2021,22,TX,21240,24010852,79708,11182,13571993,40777,Admin,21240,79708,11025,10980078,42032,0,0,0
05/31/2021,22,MP,165,48823,248,87,26270,122,Admin,165,249,82,22830,133,0,0,0
05/31/2021,22,MI,41,8687320,30362,30,4759529,13804,Report,41,30362,177,4203643,17515,0,0,0
05/31/2021,22,VT,5283,774149,3930,1811,449537,763,Report,5283,3930,3593,349392,2901,0,0,0
05/31/2021,22,KS,1186,2490962,5069,559,1388454,2677,Admin,1186,5070,668,1201973,2701,0,0,0
05/31/2021,22,AZ,15471,5967929,19818,8351,3439120,10811,Report,15471,19818,7946,2624164,9884,0,0,0
05/31/2021,22,UT,26669,2589347,10702,12622,1465528,5552,Report,26669,10702,15125,1041920,5676,0,0,0
05/31/2021,22,WA,37471,7653428,46660,17883,4323448,20772,Report,37471,46660,21531,3552692,27879,0,0,0
05/31/2021,22,LA,2519,3253845,7576,1346,1769795,3839,Admin,2519,7577,1282,1553713,4069,0,0,0
05/31/2021,22,HI,7299,1591518,5627,5254,945736,3697,Report,7299,5627,2254,676170,2164,0,0,0
05/31/2021,22,NM,2583,2151860,8345,1436,1197151,4175,Report,2583,8345,1284,1004336,4492,0,0,0
05/31/2021,22,WV,1821,1315912,3703,1586,732455,2667,Report,1821,3703,403,609868,1336,0,0,0
05/31/2021,22,GA,147257,7561722,31503,68649,4221086,14880,Report,147257,31503,81157,3380780,17543,0,0,0
05/31/2021,22,GA,4623,8033233,23071,1852,4409398,10557,Admin,4623,23072,2844,3635164,13372,0,0,0
05/31/2021,22,TN,9024,4852489,15254,4978,2731901,7766,Report,9024,15254,4598,2170771,7616,0,0,0
05/31/2021,22,VI,0,73753,190,0,40693,98,Admin,0,190,0,32776,96,0,0,0
05/31/2021,22,SD,167,776141,1597,95,424519,1007,Report,167,1597,110,375451,729,0,0,0
05/31/2021,22,US,962475,295891325,1285775,493490,168227462,617091,Report,962475,1285775,506414,135593733,711133,0,0,0
05/31/2021,22,ID,2128,1238745,3412,1076,670417,1799,Report,2128,3412,1293,586296,1981,0,0,0
05/31/2021,22,GU,22,174315,911,17,94692,466,Admin,22,911,5,80212,486,0,0,0
05/31/2021,22,SD,198,781790,1304,117,428768,777,Admin,198,1304,95,378243,640,0,0,0
05/31/2021,22,VI,8,71130,233,8,39651,120,Report,8,233,7,31250,124,0,0,0
05/31/2021,22,AL,448,3021902,5689,263,1714298,2611,Report,448,5689,500,1432946,3575,0,0,0
05/31/2021,22,ND,298,614543,1311,176,338410,756,Report,298,1311,144,278948,672,0,0,0
05/31/2021,22,IL,4424,12353535,37049,2227,6743457,16496,Admin,4424,37049,2520,5936144,21876,0,0,0
05/31/2021,22,NJ,27018,9110414,43896,17327,5210921,23333,Report,27018,43896,11467,4336841,22825,0,0,0
05/31/2021,22,FM,392,44832,237,284,26098,158,Admin,392,238,322,21218,178,0,0,0
05/31/2021,22,DE,415,986905,3286,243,559108,1603,Admin,415,3286,209,447870,1802,0,0,0
05/31/2021,22,MT,205,917777,1697,133,499859,925,Admin,205,1697,91,436741,968,0,0,0
05/31/2021,22,OH,19284,9907511,34425,9345,5433049,18499,Report,19284,34425,11212,4704437,17435,0,0,0
05/31/2021,22,IN,9490,5112710,20178,5412,2833321,9799,Report,9490,20178,4547,2388827,11217,0,0,0
05/31/2021,22,FM,549,43553,198,319,25108,96,Report,549,198,361,20198,134,0,0,0
05/31/2021,22,IL,39676,11679098,53202,24119,6903957,30917,Report,39676,53202,16803,5079997,23915,0,0,0
05/31/2021,22,IN,2136,5468660,16317,976,2930385,6981,Admin,2136,16317,1112,2606782,10072,0,0,0
05/31/2021,22,KY,1397,3528261,8138,684,1946307,4321,Admin,1397,8138,745,1691673,4409,0,0,0
05/31/2021,22,MA,31808,8046706,45334,12064,4578637,15685,Report,31808,45334,20504,3699440,30870,0,0,0
05/31/2021,22,MO,7563,4679514,12490,4348,2639445,6620,Report,7563,12490,3445,2110866,6476,0,0,0
05/31/2021,22,WY,14,395629,1063,9,219883,610,Report,14,1063,39,184222,565,0,0,0
05/31/2021,22,NY,23945,20486400,70658,10172,11200905,35764,Admin,23945,70659,15333,9545042,39316,0,0,0
05/31/2021,22,AR,2464,2079708,7131,1446,1191193,3688,Report,2464,7131,1136,941718,3915,0,0,0
05/31/2021,22,NM,1357,2120795,5869,657,1171270,3153,Admin,1357,5869,863,1011050,3071,0,0,0
05/31/2021,22,AS,0,42511,86,0,23264,37,Report,0,86,0,19251,49,0,0,0
05/31/2021,22,CT,1742,4177757,12146,860,2313827,5407,Admin,1742,12146,1005,1990549,7378,0,0,0
05/31/2021,22,WY,163,418386,844,81,228044,451,Admin,163,844,96,194944,469,0,0,0
05/31/2021,22,VA,21204,8356712,40874,10694,4704796,19643,Report,21204,40874,11550,3850933,22669,0,0,0
05/31/2021,22,OK,1195,3149171,6033,539,1747205,3194,Admin,1195,6034,690,1449870,3114,0,0,0
05/31/2021,22,NC,11884,8155949,22353,6290,4584467,11560,Report,11884,22353,6340,3790076,11942,0,0,0
05/31/2021,22,MH,137,32024,80,44,17623,46,Admin,137,80,97,14864,40,0,0,0
05/31/2021,22,RI,869,1213929,4283,454,672710,1891,Admin,869,4283,372,576750,2461,0,0,0
05/31/2021,22,VA,6720,8764465,31771,3083,4870164,14314,Admin,6720,31772,3914,4066619,18427,0,0,0
05/31/2021,22,MH,0,30257,93,0,16457,72,Report,0,93,0,13971,38,0,0,0
05/31/2021,22,KS,2611,2327157,7564,1572,1310708,3887,Report,2611,7564,1320,1120082,3992,0,0,0
05/31/2021,22,KY,6577,3650993,12667,3682,2058029,7327,Report,6577,12667,3510,1719535,6169,0,0,0
05/31/2021,22,CO,11502,5613301,25161,6065,3131307,12213,Report,11502,25161,6090,2611003,13996,0,0,0
05/31/2021,22,AK,667,612275,1473,429,340992,967,Report,667,1473,319,287850,685,0,0,0
05/31/2021,22,NC,4259,8844750,20518,2165,4942008,11024,Admin,4259,20518,2483,4162327,10668,0,0,0
05/31/2021,22,AS,15,43695,82,12,24049,58,Admin,15,82,3,19673,24,0,0,0
05/31/2021,22,PR,6490,3705296,16197,2590,2063578,6195,Admin,6490,16197,3986,1713484,10266,0,0,0
05/31/2021,22,IA,5503,2846992,9148,2583,1556303,4273,Report,5503,9148,3239,1383130,5306,0,0,0
05/31/2021,22,FL,117266,18821195,86300,66520,10748494,45891,Report,117266,86300,63011,8414427,48112,0,0,0
05/31/2021,22,ND,33,609019,1117,26,339000,644,Admin,33,1118,20,290686,602,0,0,0
05/31/2021,22,LA,11,3082449,8517,1,1697395,4329,Report,11,8517,52,1451257,4474,0,0,0
05/31/2021,22,NH,839,1385761,5726,839,792925,-9807,Report,839,5726,141,659425,14060,0,0,0
05/31/2021,22,NV,1559,2592689,8660,834,1463859,4622,Admin,1559,8661,894,1177476,4792,0,0,0
